dataset,session_name,cell,idf1,accuracy,grouping_accuracy,frames_perfectly_grouped,switches,sw_per_100k,coverage,n_gt_dets,identities,animals,frames,runtimeSeconds,fps
soc3,2022_10_07_M6_M2,C4_com_sigma3,0.922041,0.922041,0.999641,0.998033,18,1.667,1.0,1080000,2,2,90000,22.316,4033.0
soc3,2022_10_07_M6_M2,C4u_comused_sigma0,0.999974,0.999974,0.999974,0.999844,0,0.0,1.0,1080000,2,2,90000,18.765,4796.2
soc3,2022_10_07_M6_M2,C4u_comused_sigma3,0.999859,0.999859,0.999859,0.999156,0,0.0,1.0,1080000,2,2,90000,18.878,4767.5
soc3,2022_10_07_M6_M2,C7_cams2,0.732618,0.732618,0.999989,0.999978,2,0.562,1.0,356000,2,2,89000,41.214,2159.5
soc3,2022_10_07_M6_M2,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.075,1559.4
soc3,2022_10_07_M6_M2,C7_cams4,0.999992,0.999992,0.999992,0.999978,2,0.281,1.0,712000,2,2,89000,61.947,1436.7
soc3,2022_10_07_M6_M2,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,64.181,1386.7
soc3,2022_10_07_M6_M2,C7b_cams2_sigma10,0.921483,0.921483,0.999921,0.999843,20,5.618,1.0,356000,2,2,89000,40.334,2206.6
soc3,2022_10_07_M6_M2,C7b_cams3_sigma10,0.73097,0.73097,0.998243,0.99473,22,4.12,1.0,534000,2,2,89000,57.568,1546.0
soc3,2022_10_07_M6_M2,C7b_cams4_sigma10,0.732663,0.732663,0.999933,0.999787,10,1.404,1.0,712000,2,2,89000,63.278,1406.5
soc3,2022_10_07_M6_M2,C7b_cams5_sigma10,0.73267,0.73267,0.999924,0.999764,10,1.124,1.0,890000,2,2,89000,72.385,1229.5
soc3,2022_10_07_M6_M2,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.6,2139.4
soc3,2022_10_07_M6_M2,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.581,1545.6
soc3,2022_10_07_M6_M2,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,63.636,1398.6
soc3,2022_10_07_M6_M2,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,71.086,1252.0
soc3,2022_10_07_M6_M2,C7d_cams2_drop25,0.790143,0.921192,0.999467,0.998945,68,25.435,0.750915,267346,2,2,89000,38.466,2305.3
soc3,2022_10_07_M6_M2,C7d_cams3_drop25,0.702527,0.725715,0.999684,0.999091,51,12.712,0.938075,401209,2,2,89000,48.74,1825.6
soc3,2022_10_07_M6_M2,C7d_cams4_drop25,0.948085,0.955514,0.999821,0.999392,34,6.363,0.984569,534372,2,2,89000,57.968,1535.3
soc3,2022_10_07_M6_M2,C7d_cams5_drop25,0.940526,0.942351,0.999923,0.999595,10,1.498,0.996136,667373,2,2,89000,59.269,1501.6
soc3,2022_10_07_M6_M2,C7d_cams6_drop25,0.999451,0.999919,0.999919,0.999472,8,0.998,0.999064,801529,2,2,89000,69.234,1285.5
soc3,2022_10_07_M6_M2,C7e_cams2_s3drop25,0.50439,0.587654,0.999622,0.999168,64,23.934,0.751792,267401,2,2,89000,42.044,2109.1
soc3,2022_10_07_M6_M2,C7e_cams3_s3drop25,0.960971,0.993082,0.999477,0.998515,90,22.491,0.937356,400168,2,2,89000,55.597,1600.5
soc3,2022_10_07_M6_M2,C7e_cams4_s3drop25,0.890462,0.897425,0.999777,0.999347,38,7.116,0.984603,533983,2,2,89000,65.768,1353.2
soc3,2022_10_07_M6_M2,C7e_cams5_s3drop25,0.997973,0.999941,0.999941,0.999663,8,1.2,0.996072,666937,2,2,89000,77.212,1152.7
soc3,2022_10_07_M6_M2,C7f_cams2_s3drop10,0.768717,0.811313,0.999906,0.999813,10,3.121,0.900234,320441,2,2,89000,45.107,1972.8
soc3,2022_10_07_M6_M2,C7f_cams3_s3drop10,0.994858,0.999992,0.999994,0.999966,4,0.832,0.989785,480561,2,2,89000,59.982,1483.8
soc3,2022_10_07_M6_M2,C7f_cams4_s3drop10,0.999481,0.999983,0.999983,0.999888,2,0.312,0.998998,640524,2,2,89000,67.243,1323.6
soc3,2022_10_07_M6_M2,C7f_cams5_s3drop10,0.999934,0.999975,0.999975,0.999809,0,0.0,0.999919,801164,2,2,89000,72.797,1222.6
soc3,2022_10_07_M6_M2,C8_drop50_sigma0,0.733887,0.745849,0.99951,0.998192,85,15.947,0.968429,533029,2,2,89000,67.922,1310.1
soc3,2022_10_08_M1_M3,C1_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,84.426,1054.2
soc3,2022_10_08_M1_M3,C1_sigma1,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,83.052,1071.6
soc3,2022_10_08_M1_M3,C1_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,84.639,1051.5
soc3,2022_10_08_M1_M3,C1_sigma2,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,82.335,1080.9
soc3,2022_10_08_M1_M3,C1_sigma20,0.999998,0.999998,0.999998,0.999989,0,0.0,1.0,1068000,2,2,89000,83.418,1066.9
soc3,2022_10_08_M1_M3,C1_sigma3,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,83.666,1063.8
soc3,2022_10_08_M1_M3,C1_sigma5,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,82.743,1075.6
soc3,2022_10_08_M1_M3,C2_drop0.1,0.999993,0.999999,0.999999,0.999989,0,0.0,0.999988,961509,2,2,89000,77.383,1150.1
soc3,2022_10_08_M1_M3,C2_drop0.25,0.999535,0.999998,0.999998,0.999978,0,0.0,0.999075,801452,2,2,89000,73.203,1215.8
soc3,2022_10_08_M1_M3,C2_drop0.5,0.984194,0.999952,0.999954,0.999784,5,0.936,0.968972,534070,2,2,89000,62.218,1430.1
soc3,2022_10_08_M1_M3,C2b_nodedrop0.25,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,74.843,1189.2
soc3,2022_10_08_M1_M3,C2b_nodedrop0.5,0.999998,0.999998,0.999998,0.999989,0,0.0,1.0,1068000,2,2,89000,70.704,1258.8
soc3,2022_10_08_M1_M3,C3_occl0.25,0.999926,0.999997,0.999997,0.999966,0,0.0,0.999858,1021377,2,2,89000,84.312,1055.6
soc3,2022_10_08_M1_M3,C3_occl0.5,0.964537,0.965993,0.999976,0.999797,12,1.232,0.996989,974124,2,2,89000,72.695,1224.3
soc3,2022_10_08_M1_M3,C4_com_sigma0,0.999817,0.999817,0.999817,0.9989,0,0.0,1.0,1080000,2,2,90000,22.301,4035.7
soc3,2022_10_08_M1_M3,C4_com_sigma3,0.999687,0.999687,0.999687,0.998122,0,0.0,1.0,1080000,2,2,90000,21.522,4181.8
soc3,2022_10_08_M1_M3,C4u_comused_sigma0,0.99997,0.99997,0.99997,0.999822,0,0.0,1.0,1080000,2,2,90000,17.948,5014.5
soc3,2022_10_08_M1_M3,C4u_comused_sigma3,0.99988,0.99988,0.99988,0.999278,0,0.0,1.0,1080000,2,2,90000,18.544,4853.3
soc3,2022_10_08_M1_M3,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.377,2151.0
soc3,2022_10_08_M1_M3,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.186,1556.3
soc3,2022_10_08_M1_M3,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,62.827,1416.6
soc3,2022_10_08_M1_M3,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,64.461,1380.7
soc3,2022_10_08_M1_M3,C7b_cams2_sigma10,0.999449,0.999449,0.999449,0.998899,2,0.562,1.0,356000,2,2,89000,41.812,2128.6
soc3,2022_10_08_M1_M3,C7b_cams3_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,54.142,1643.8
soc3,2022_10_08_M1_M3,C7b_cams4_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,58.984,1508.9
soc3,2022_10_08_M1_M3,C7b_cams5_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,70.966,1254.1
soc3,2022_10_08_M1_M3,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.638,2137.5
soc3,2022_10_08_M1_M3,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,53.364,1667.8
soc3,2022_10_08_M1_M3,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,64.34,1383.3
soc3,2022_10_08_M1_M3,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,64.67,1376.2
soc3,2022_10_08_M1_M3,C7d_cams2_drop25,0.490529,0.572024,0.99994,0.999875,10,3.744,0.750596,267105,2,2,89000,36.088,2455.9
soc3,2022_10_08_M1_M3,C7d_cams3_drop25,0.967651,0.999995,0.999995,0.999977,2,0.5,0.93734,400223,2,2,89000,48.78,1824.1
soc3,2022_10_08_M1_M3,C7d_cams4_drop25,0.992103,0.999992,0.999992,0.999955,0,0.0,0.984344,533589,2,2,89000,54.59,1630.3
soc3,2022_10_08_M1_M3,C7d_cams5_drop25,0.998011,0.999997,0.999997,0.999978,0,0.0,0.996036,667814,2,2,89000,64.658,1376.5
soc3,2022_10_08_M1_M3,C7d_cams6_drop25,0.999516,0.999995,0.999995,0.999955,0,0.0,0.999043,800514,2,2,89000,63.607,1399.2
soc3,2022_10_08_M1_M3,C7e_cams2_s3drop25,0.857355,0.999925,0.999935,0.999861,10,3.747,0.750423,266876,2,2,89000,40.891,2167.0
soc3,2022_10_08_M1_M3,C7e_cams3_s3drop25,0.967298,0.999824,0.999824,0.999516,24,5.991,0.936987,400598,2,2,89000,57.319,1552.2
soc3,2022_10_08_M1_M3,C7e_cams4_s3drop25,0.992207,0.999996,0.999996,0.999977,0,0.0,0.984543,533987,2,2,89000,67.722,1314.2
soc3,2022_10_08_M1_M3,C7e_cams5_s3drop25,0.99796,0.999995,0.999995,0.999966,2,0.3,0.995936,667151,2,2,89000,67.681,1315.0
soc3,2022_10_08_M1_M3,C7f_cams2_s3drop10,0.947697,1.0,1.0,1.0,0,0.0,0.900593,320531,2,2,89000,46.662,1907.2
soc3,2022_10_08_M1_M3,C7f_cams3_s3drop10,0.994891,0.999998,0.999998,0.999989,0,0.0,0.989838,480532,2,2,89000,57.68,1543.0
soc3,2022_10_08_M1_M3,C7f_cams4_s3drop10,0.999485,0.999998,0.999998,0.999989,0,0.0,0.998974,641233,2,2,89000,65.809,1352.4
soc3,2022_10_08_M1_M3,C7f_cams5_s3drop10,0.999946,0.999995,0.999995,0.999978,2,0.25,0.999901,800842,2,2,89000,71.945,1237.1
soc3,2022_10_08_M1_M3,C8_drop50_sigma0,0.949403,0.964651,0.999965,0.999818,9,1.683,0.96888,534639,2,2,89000,69.174,1286.2
soc3,2022_10_08_M5_M2,C1_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,83.778,1062.3
soc3,2022_10_08_M5_M2,C1_sigma1,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,79.693,1116.8
soc3,2022_10_08_M5_M2,C1_sigma10,0.999989,0.999989,0.999989,0.999944,0,0.0,1.0,1068000,2,2,89000,79.16,1124.3
soc3,2022_10_08_M5_M2,C1_sigma2,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,83.142,1070.5
soc3,2022_10_08_M5_M2,C1_sigma20,0.999912,0.999912,0.999916,0.999753,10,0.936,1.0,1068000,2,2,89000,81.593,1090.8
soc3,2022_10_08_M5_M2,C1_sigma3,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,81.886,1086.9
soc3,2022_10_08_M5_M2,C1_sigma5,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,85.207,1044.5
soc3,2022_10_08_M5_M2,C2_drop0.1,0.999989,0.999995,0.999995,0.999944,0,0.0,0.999989,961136,2,2,89000,77.322,1151.0
soc3,2022_10_08_M5_M2,C2_drop0.25,0.999495,0.999971,0.999971,0.99982,4,0.5,0.999047,800722,2,2,89000,73.162,1216.5
soc3,2022_10_08_M5_M2,C2_drop0.5,0.983908,0.999787,0.999849,0.999283,36,6.747,0.968731,533604,2,2,89000,62.311,1427.9
soc3,2022_10_08_M5_M2,C2b_nodedrop0.25,0.999991,0.999991,0.999991,0.999966,0,0.0,1.0,1068000,2,2,89000,72.936,1220.2
soc3,2022_10_08_M5_M2,C2b_nodedrop0.5,0.668019,0.668019,0.999951,0.999831,8,0.749,1.0,1068000,2,2,89000,74.464,1195.2
soc3,2022_10_08_M5_M2,C3_occl0.25,0.999866,0.999991,0.999991,0.999944,0,0.0,0.999751,985002,2,2,89000,79.724,1116.4
soc3,2022_10_08_M5_M2,C3_occl0.5,0.997038,0.999953,0.999956,0.999605,20,2.219,0.994187,901416,2,2,89000,78.766,1129.9
soc3,2022_10_08_M5_M2,C4_com_sigma0,0.578844,0.578844,0.999641,0.997867,4,0.37,1.0,1080000,2,2,90000,22.146,4063.9
soc3,2022_10_08_M5_M2,C4_com_sigma3,0.511661,0.511661,0.998965,0.993856,10,0.926,1.0,1080000,2,2,90000,22.073,4077.4
soc3,2022_10_08_M5_M2,C4u_comused_sigma0,0.999978,0.999978,0.999978,0.999867,0,0.0,1.0,1080000,2,2,90000,18.498,4865.4
soc3,2022_10_08_M5_M2,C4u_comused_sigma3,0.999507,0.999507,0.999507,0.997044,0,0.0,1.0,1080000,2,2,90000,18.352,4904.1
soc3,2022_10_08_M5_M2,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,40.741,2184.5
soc3,2022_10_08_M5_M2,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,53.084,1676.6
soc3,2022_10_08_M5_M2,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,63.726,1396.6
soc3,2022_10_08_M5_M2,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,70.736,1258.2
soc3,2022_10_08_M5_M2,C7b_cams2_sigma10,0.999944,0.999944,0.999989,0.999978,6,1.685,1.0,356000,2,2,89000,41.883,2125.0
soc3,2022_10_08_M5_M2,C7b_cams3_sigma10,0.998551,0.998551,0.998607,0.99582,8,1.498,1.0,534000,2,2,89000,53.773,1655.1
soc3,2022_10_08_M5_M2,C7b_cams4_sigma10,0.999986,0.999986,0.999986,0.999944,0,0.0,1.0,712000,2,2,89000,64.358,1382.9
soc3,2022_10_08_M5_M2,C7b_cams5_sigma10,0.668094,0.668094,0.999966,0.999854,2,0.225,1.0,890000,2,2,89000,69.922,1272.8
soc3,2022_10_08_M5_M2,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,42.106,2113.7
soc3,2022_10_08_M5_M2,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.181,1556.5
soc3,2022_10_08_M5_M2,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,64.188,1386.6
soc3,2022_10_08_M5_M2,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,70.225,1267.4
soc3,2022_10_08_M5_M2,C7d_cams2_drop25,0.855511,0.998824,0.998844,0.997611,157,58.864,0.749044,266716,2,2,89000,35.733,2479.9
soc3,2022_10_08_M5_M2,C7d_cams3_drop25,0.967576,0.999963,0.999965,0.999862,10,2.496,0.937256,400582,2,2,89000,47.482,1873.8
soc3,2022_10_08_M5_M2,C7d_cams4_drop25,0.992031,0.999987,0.999989,0.999932,2,0.375,0.984214,533432,2,2,89000,57.679,1543.0
soc3,2022_10_08_M5_M2,C7d_cams5_drop25,0.998034,0.999995,0.999995,0.999966,0,0.0,0.996084,667552,2,2,89000,63.592,1399.5
soc3,2022_10_08_M5_M2,C7d_cams6_drop25,0.999488,0.999994,0.999994,0.999955,2,0.25,0.998989,800999,2,2,89000,67.872,1311.3
soc3,2022_10_08_M5_M2,C7e_cams2_s3drop25,0.856274,0.999136,0.999146,0.998276,134,50.204,0.749803,266910,2,2,89000,44.72,1982.0
soc3,2022_10_08_M5_M2,C7e_cams3_s3drop25,0.967569,0.999995,0.999995,0.999977,2,0.5,0.937185,400176,2,2,89000,55.609,1600.2
soc3,2022_10_08_M5_M2,C7e_cams4_s3drop25,0.992059,0.999987,0.999987,0.999932,2,0.374,0.984269,534217,2,2,89000,66.439,1339.6
soc3,2022_10_08_M5_M2,C7e_cams5_s3drop25,0.998032,0.999988,0.999988,0.999944,4,0.599,0.996095,667592,2,2,89000,67.722,1314.2
soc3,2022_10_08_M5_M2,C7f_cams2_s3drop10,0.947401,0.999997,0.999997,0.999988,2,0.624,0.900065,320299,2,2,89000,43.77,2033.1
soc3,2022_10_08_M5_M2,C7f_cams3_s3drop10,0.994855,1.0,1.0,1.0,0,0.0,0.989763,480307,2,2,89000,56.155,1584.9
soc3,2022_10_08_M5_M2,C7f_cams4_s3drop10,0.999482,0.999995,0.999995,0.999966,0,0.0,0.998975,640845,2,2,89000,63.184,1408.6
soc3,2022_10_08_M5_M2,C7f_cams5_s3drop10,0.99994,0.999996,0.999996,0.999966,0,0.0,0.999888,801185,2,2,89000,68.045,1308.0
soc3,2022_10_08_M5_M2,C8_drop50_sigma0,0.984016,0.999882,0.999894,0.999488,25,4.68,0.968759,534140,2,2,89000,65.495,1358.7
soc3,2022_10_08_M6_M4,C1_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,82.251,1082.1
soc3,2022_10_08_M6_M4,C1_sigma1,0.999983,0.999983,0.999983,0.999933,0,0.0,1.0,1068000,2,2,89000,85.893,1036.2
soc3,2022_10_08_M6_M4,C1_sigma10,0.97629,0.97629,0.999695,0.999011,48,4.494,1.0,1068000,2,2,89000,83.125,1070.7
soc3,2022_10_08_M6_M4,C1_sigma2,0.999916,0.999916,0.999938,0.999809,6,0.562,1.0,1068000,2,2,89000,84.699,1050.8
soc3,2022_10_08_M6_M4,C1_sigma20,0.994056,0.994056,0.999393,0.997865,112,10.487,1.0,1068000,2,2,89000,82.958,1072.8
soc3,2022_10_08_M6_M4,C1_sigma3,0.976474,0.976474,0.999893,0.999663,22,2.06,1.0,1068000,2,2,89000,82.065,1084.5
soc3,2022_10_08_M6_M4,C1_sigma5,0.976311,0.976311,0.999824,0.999461,34,3.184,1.0,1068000,2,2,89000,80.872,1100.5
soc3,2022_10_08_M6_M4,C2_drop0.1,0.999817,0.999824,0.999876,0.999494,20,2.08,0.999986,961564,2,2,89000,74.395,1196.3
soc3,2022_10_08_M6_M4,C2_drop0.25,0.97602,0.976476,0.999828,0.999202,26,3.245,0.999065,801222,2,2,89000,69.312,1284.0
soc3,2022_10_08_M6_M4,C2_drop0.5,0.957046,0.972373,0.999476,0.998102,83,15.537,0.968964,534192,2,2,89000,58.546,1519.8
soc3,2022_10_08_M6_M4,C2b_nodedrop0.25,0.999818,0.999818,0.999852,0.999551,26,2.434,1.0,1068000,2,2,89000,65.5,1358.8
soc3,2022_10_08_M6_M4,C2b_nodedrop0.5,0.999228,0.999228,0.999468,0.998337,84,7.865,1.0,1068000,2,2,89000,59.686,1491.1
soc3,2022_10_08_M6_M4,C3_occl0.25,0.977488,0.977549,0.999875,0.999281,30,2.918,0.999875,1028099,2,2,89000,75.027,1186.2
soc3,2022_10_08_M6_M4,C3_occl0.5,0.994369,0.995642,0.999784,0.998391,84,8.495,0.997445,988816,2,2,89000,71.173,1250.4
soc3,2022_10_08_M6_M4,C4_com_sigma0,0.976581,0.976581,0.999607,0.998044,44,4.074,1.0,1080000,2,2,90000,20.843,4318.0
soc3,2022_10_08_M6_M4,C4_com_sigma3,0.998969,0.998969,0.99932,0.996544,42,3.889,1.0,1080000,2,2,90000,19.756,4555.6
soc3,2022_10_08_M6_M4,C4u_comused_sigma0,0.99998,0.99998,0.99998,0.999878,0,0.0,1.0,1080000,2,2,90000,19.413,4636.1
soc3,2022_10_08_M6_M4,C4u_comused_sigma3,0.999752,0.999752,0.999752,0.998622,4,0.37,1.0,1080000,2,2,90000,18.649,4826.0
soc3,2022_10_08_M6_M4,C7_cams2,0.976365,0.976365,0.999893,0.999787,18,5.056,1.0,356000,2,2,89000,40.9,2176.0
soc3,2022_10_08_M6_M4,C7_cams3,0.976494,0.976494,0.999888,0.999663,18,3.371,1.0,534000,2,2,89000,54.326,1638.3
soc3,2022_10_08_M6_M4,C7_cams4,0.976402,0.976402,0.99993,0.999787,16,2.247,1.0,712000,2,2,89000,53.683,1657.9
soc3,2022_10_08_M6_M4,C7_cams5,0.999899,0.999899,0.999924,0.999708,16,1.798,1.0,890000,2,2,89000,63.12,1410.0
soc3,2022_10_08_M6_M4,C7b_cams2_sigma10,0.996567,0.996567,0.999388,0.998775,82,23.034,1.0,356000,2,2,89000,41.087,2166.1
soc3,2022_10_08_M6_M4,C7b_cams3_sigma10,0.999303,0.999303,0.999494,0.998483,56,10.487,1.0,534000,2,2,89000,48.721,1826.7
soc3,2022_10_08_M6_M4,C7b_cams4_sigma10,0.999098,0.999098,0.999643,0.998989,48,6.742,1.0,712000,2,2,89000,56.768,1567.8
soc3,2022_10_08_M6_M4,C7b_cams5_sigma10,0.974108,0.974108,0.999667,0.998888,54,6.067,1.0,890000,2,2,89000,62.624,1421.2
soc3,2022_10_08_M6_M4,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.19,2160.7
soc3,2022_10_08_M6_M4,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,50.21,1772.6
soc3,2022_10_08_M6_M4,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,59.556,1494.4
soc3,2022_10_08_M6_M4,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,64.267,1384.8
soc3,2022_10_08_M6_M4,C7d_cams2_drop25,0.848529,0.990922,0.999594,0.999138,54,20.245,0.748714,266732,2,2,89000,35.865,2471.5
soc3,2022_10_08_M6_M4,C7d_cams3_drop25,0.945245,0.976917,0.999814,0.999367,46,11.477,0.937195,400813,2,2,89000,46.325,1920.7
soc3,2022_10_08_M6_M4,C7d_cams4_drop25,0.99179,0.99962,0.999903,0.999583,21,3.93,0.984457,534383,2,2,89000,51.365,1732.7
soc3,2022_10_08_M6_M4,C7d_cams5_drop25,0.997877,0.999802,0.999889,0.999505,22,3.293,0.996157,668014,2,2,89000,55.476,1604.3
soc3,2022_10_08_M6_M4,C7d_cams6_drop25,0.999255,0.999735,0.999884,0.999348,18,2.246,0.999039,801378,2,2,89000,60.385,1473.9
soc3,2022_10_08_M6_M4,C7e_cams2_s3drop25,0.841084,0.981143,0.999501,0.999001,75,28.067,0.750163,267222,2,2,89000,39.979,2217.2
soc3,2022_10_08_M6_M4,C7e_cams3_s3drop25,0.944632,0.976369,0.999845,0.999482,28,6.999,0.937036,400037,2,2,89000,57.585,1545.2
soc3,2022_10_08_M6_M4,C7e_cams4_s3drop25,0.990398,0.998132,0.999783,0.999212,46,8.614,0.984622,534014,2,2,89000,60.173,1479.1
soc3,2022_10_08_M6_M4,C7e_cams5_s3drop25,0.997819,0.999779,0.999831,0.999359,24,3.597,0.996087,667191,2,2,89000,66.478,1338.8
soc3,2022_10_08_M6_M4,C7f_cams2_s3drop10,0.946902,0.999819,0.999889,0.999755,22,6.87,0.899466,320230,2,2,89000,40.787,2181.8
soc3,2022_10_08_M6_M4,C7f_cams3_s3drop10,0.994702,0.999857,0.999912,0.999663,28,5.832,0.989742,480103,2,2,89000,55.505,1603.5
soc3,2022_10_08_M6_M4,C7f_cams4_s3drop10,0.975952,0.976464,0.999892,0.999629,14,2.186,0.998953,640580,2,2,89000,61.276,1452.4
soc3,2022_10_08_M6_M4,C7f_cams5_s3drop10,0.999731,0.999782,0.999844,0.999461,34,4.244,0.999899,801200,2,2,89000,63.408,1403.6
soc3,2022_10_08_M6_M4,C8_drop50_sigma0,0.980102,0.996246,0.999509,0.99818,81,15.173,0.968107,533841,2,2,89000,57.795,1539.5
triads,2023_03_01_M12_M13_M14,C1_sigma0,0.792204,0.792204,,,2,0.185,1.0,1080000,3,3,60000,87.25,687.7
triads,2023_03_01_M12_M13_M14,C1_sigma1,0.792202,0.792202,,,2,0.185,1.0,1080000,3,3,60000,93.698,640.4
triads,2023_03_01_M12_M13_M14,C1_sigma10,0.793233,0.793233,,,8,0.741,1.0,1080000,3,3,60000,88.266,679.8
triads,2023_03_01_M12_M13_M14,C1_sigma2,0.792202,0.792202,,,2,0.185,1.0,1080000,3,3,60000,93.2,643.8
triads,2023_03_01_M12_M13_M14,C1_sigma20,0.899751,0.899751,,,32,2.963,1.0,1080000,3,3,60000,87.31,687.2
triads,2023_03_01_M12_M13_M14,C1_sigma3,0.792206,0.792206,,,2,0.185,1.0,1080000,3,3,60000,86.716,691.9
triads,2023_03_01_M12_M13_M14,C1_sigma5,0.792209,0.792209,,,4,0.37,1.0,1080000,3,3,60000,87.998,681.8
triads,2023_03_01_M12_M13_M14,C2_drop0.1,0.791993,0.791997,,,2,0.206,0.999989,971729,3,3,60000,82.808,724.6
triads,2023_03_01_M12_M13_M14,C2_drop0.25,0.79154,0.791916,,,8,0.988,0.99905,809760,3,3,60000,77.171,777.5
triads,2023_03_01_M12_M13_M14,C2_drop0.5,0.78049,0.793019,,,63,11.662,0.968893,540204,3,3,60000,64.158,935.2
triads,2023_03_01_M12_M13_M14,C2b_nodedrop0.25,0.99998,0.99998,,,4,0.37,1.0,1080000,3,3,60000,89.445,670.8
triads,2023_03_01_M12_M13_M14,C2b_nodedrop0.5,0.891589,0.891589,,,16,1.481,1.0,1080000,3,3,60000,74.407,806.4
triads,2023_03_01_M12_M13_M14,C3_occl0.25,0.791359,0.791388,,,10,0.952,0.999927,1049991,3,3,60000,96.717,620.4
triads,2023_03_01_M12_M13_M14,C3_occl0.5,0.602862,0.603414,,,64,6.276,0.998172,1019730,3,3,60000,86.528,693.4
triads,2023_03_01_M12_M13_M14,C4_com_sigma0,0.997928,0.997928,,,58,5.37,1.0,1080000,3,3,60000,27.684,2167.3
triads,2023_03_01_M12_M13_M14,C4_com_sigma3,0.722356,0.722356,,,84,7.778,1.0,1080000,3,3,60000,28.824,2081.6
triads,2023_03_01_M12_M13_M14,C4u_comused_sigma0,0.999972,0.999972,0.999972,0.99975,0,0.0,1.0,1080000,3,3,60000,24.345,2464.6
triads,2023_03_01_M12_M13_M14,C4u_comused_sigma3,0.792136,0.792136,0.999804,0.998267,2,0.185,1.0,1080000,3,3,60000,23.891,2511.4
triads,2023_03_01_M12_M13_M14,C7_cams2,0.999728,0.999728,0.999728,0.999183,2,0.556,1.0,360000,3,3,60000,43.634,1375.1
triads,2023_03_01_M12_M13_M14,C7_cams3,0.999907,0.999907,0.999996,0.999983,4,0.741,1.0,540000,3,3,60000,58.338,1028.5
triads,2023_03_01_M12_M13_M14,C7_cams4,0.7922,0.7922,1.0,1.0,2,0.278,1.0,720000,3,3,60000,66.991,895.6
